action,time,n
scope,0.000322,12557
content,0.000086,12557
add,0.000001,12558
scope,0.000327,12558
content,0.000087,12558
add,0.000000,12559
scope,0.000325,12559
content,0.000103,12559
add,0.000000,12560
scope,0.000323,12560
content,0.000093,12560
add,0.000000,12561
scope,0.000318,12561
content,0.000089,12561
add,0.000000,12562
scope,0.000321,12562
content,0.000089,12562
add,0.000000,12563
scope,0.000322,12563
content,0.000088,12563
add,0.000000,12564
scope,0.000324,12564
content,0.000087,12564
add,0.000001,12565
scope,0.000331,12565
content,0.000090,12565
add,0.000001,12566
scope,0.000324,12566
content,0.000089,12566
add,0.000000,12567
scope,0.000341,12567
content,0.000087,12567
add,0.000001,12568
scope,0.000328,12568
content,0.000093,12568
add,0.000000,12569
scope,0.000324,12569
content,0.000100,12569
add,0.000001,12570
scope,0.000327,12570
content,0.000089,12570
add,0.000000,12571
scope,0.000325,12571
content,0.000086,12571
add,0.000000,12572
scope,0.000323,12572
content,0.000088,12572
add,0.000000,12573
scope,0.000332,12573
content,0.000087,12573
add,0.000000,12574
scope,0.000324,12574
content,0.000089,12574
add,0.000000,12575
scope,0.000346,12575
content,0.000091,12575
add,0.000000,12576
scope,0.000329,12576
content,0.000089,12576
add,0.000000,12577
scope,0.000325,12577
content,0.000087,12577
add,0.000000,12578
scope,0.000330,12578
content,0.000093,12578
add,0.000000,12579
scope,0.000323,12579
content,0.000087,12579
add,0.000001,12580
scope,0.000327,12580
content,0.000087,12580
add,0.000000,12581
scope,0.000325,12581
content,0.000088,12581
add,0.000000,12582
scope,0.000325,12582
content,0.000090,12582
add,0.000000,12583
scope,0.000322,12583
content,0.000087,12583
add,0.000000,12584
scope,0.000326,12584
content,0.000086,12584
add,0.000001,12585
scope,0.000320,12585
content,0.000087,12585
add,0.000000,12586
scope,0.000324,12586
content,0.000087,12586
add,0.000000,12587
scope,0.000323,12587
content,0.000089,12587
add,0.000000,12588
scope,0.000327,12588
content,0.000091,12588
add,0.000000,12589
scope,0.000322,12589
content,0.000086,12589
add,0.000000,12590
scope,0.000337,12590
content,0.000089,12590
add,0.000001,12591
scope,0.000328,12591
content,0.000086,12591
add,0.000000,12592
scope,0.000331,12592
content,0.000087,12592
add,0.000000,12593
scope,0.000323,12593
content,0.000087,12593
add,0.000000,12594
scope,0.000325,12594
content,0.000094,12594
add,0.000000,12595
scope,0.000329,12595
content,0.000087,12595
add,0.000000,12596
scope,0.000330,12596
content,0.000086,12596
add,0.000001,12597
scope,0.000328,12597
content,0.000229,12597
add,0.000000,12598
scope,0.000328,12598
content,0.000087,12598
add,0.000000,12599
scope,0.000326,12599
content,0.000095,12599
add,0.000000,12600
scope,0.000330,12600
content,0.000088,12600
add,0.000000,12601
scope,0.000324,12601
content,0.000087,12601
add,0.000000,12602
scope,0.000320,12602
content,0.000093,12602
add,0.000000,12603
scope,0.000328,12603
content,0.000087,12603
add,0.000000,12604
scope,0.000326,12604
content,0.000088,12604
add,0.000001,12605
scope,0.000340,12605
content,0.000089,12605
add,0.000000,12606
scope,0.000329,12606
content,0.000087,12606
add,0.000000,12607
scope,0.000328,12607
content,0.000087,12607
add,0.000000,12608
scope,0.000325,12608
content,0.000093,12608
add,0.000000,12609
scope,0.000325,12609
content,0.000088,12609
add,0.000000,12610
scope,0.000326,12610
content,0.000091,12610
add,0.000000,12611
scope,0.000325,12611
content,0.000088,12611
add,0.000000,12612
scope,0.000328,12612
content,0.000089,12612
add,0.000001,12613
scope,0.000324,12613
content,0.000087,12613
add,0.000000,12614
scope,0.000326,12614
content,0.000086,12614
add,0.000000,12615
scope,0.000329,12615
content,0.000095,12615
add,0.000000,12616
scope,0.000330,12616
content,0.000087,12616
add,0.000000,12617
scope,0.000326,12617
content,0.000092,12617
add,0.000000,12618
scope,0.000327,12618
content,0.000090,12618
add,0.000000,12619
scope,0.000326,12619
content,0.000087,12619
add,0.000000,12620
scope,0.000341,12620
content,0.000088,12620
add,0.000000,12621
scope,0.000338,12621
content,0.000086,12621
add,0.000000,12622
scope,0.000325,12622
content,0.000087,12622
add,0.000000,12623
scope,0.000326,12623
content,0.000087,12623
add,0.000000,12624
scope,0.000329,12624
content,0.000089,12624
add,0.000000,12625
scope,0.000323,12625
content,0.000087,12625
add,0.000000,12626
scope,0.000322,12626
content,0.000090,12626
add,0.000000,12627
scope,0.000326,12627
content,0.000090,12627
add,0.000000,12628
scope,0.000322,12628
content,0.000096,12628
add,0.000000,12629
scope,0.000322,12629
content,0.000089,12629
add,0.000000,12630
scope,0.000341,12630
content,0.000088,12630
add,0.000000,12631
scope,0.000331,12631
content,0.000087,12631
add,0.000000,12632
scope,0.000330,12632
content,0.000088,12632
add,0.000000,12633
scope,0.000325,12633
content,0.000087,12633
add,0.000000,12634
scope,0.000333,12634
content,0.000088,12634
add,0.000000,12635
scope,0.000338,12635
content,0.000087,12635
add,0.000000,12636
scope,0.000329,12636
content,0.000097,12636
add,0.000000,12637
scope,0.000339,12637
content,0.000088,12637
add,0.000001,12638
scope,0.000325,12638
content,0.000088,12638
add,0.000000,12639
scope,0.000331,12639
content,0.000088,12639
add,0.000000,12640
scope,0.000327,12640
content,0.000088,12640
add,0.000000,12641
scope,0.000325,12641
content,0.000090,12641
add,0.000000,12642
scope,0.000334,12642
content,0.000101,12642
add,0.000000,12643
scope,0.000331,12643
content,0.000087,12643
add,0.000000,12644
scope,0.000330,12644
content,0.000088,12644
add,0.000000,12645
scope,0.000331,12645
content,0.000087,12645
add,0.000001,12646
scope,0.000327,12646
content,0.000087,12646
add,0.000000,12647
scope,0.000324,12647
content,0.000089,12647
add,0.000000,12648
scope,0.000326,12648
content,0.000090,12648
add,0.000001,12649
scope,0.000330,12649
content,0.000088,12649
add,0.000000,12650
scope,0.000342,12650
content,0.000089,12650
add,0.000000,12651
scope,0.000329,12651
content,0.000087,12651
add,0.000000,12652
scope,0.000330,12652
content,0.000089,12652
add,0.000000,12653
scope,0.000343,12653
content,0.000087,12653
add,0.000000,12654
scope,0.000339,12654
content,0.000088,12654
add,0.000000,12655
scope,0.000344,12655
content,0.000091,12655
add,0.000000,12656
scope,0.000340,12656
content,0.000088,12656
add,0.000001,12657
scope,0.000332,12657
content,0.000091,12657
add,0.000000,12658
scope,0.000337,12658
content,0.000088,12658
add,0.000000,12659
scope,0.000343,12659
content,0.000100,12659
add,0.000000,12660
scope,0.000327,12660
content,0.000090,12660
add,0.000000,12661
scope,0.000347,12661
content,0.000087,12661
add,0.000000,12662
scope,0.000324,12662
content,0.000087,12662
add,0.000000,12663
scope,0.000327,12663
content,0.000089,12663
add,0.000000,12664
scope,0.000324,12664
content,0.000089,12664
add,0.000000,12665
scope,0.000338,12665
content,0.000090,12665
add,0.000000,12666
scope,0.000324,12666
content,0.000088,12666
add,0.000000,12667
scope,0.000326,12667
content,0.000089,12667
add,0.000000,12668
scope,0.000324,12668
content,0.000088,12668
add,0.000000,12669
scope,0.000328,12669
content,0.000088,12669
add,0.000000,12670
scope,0.000325,12670
content,0.000087,12670
add,0.000001,12671
scope,0.000327,12671
content,0.000087,12671
add,0.000001,12672
scope,0.000324,12672
content,0.000092,12672
add,0.000000,12673
scope,0.000323,12673
content,0.000089,12673
add,0.000000,12674
scope,0.000322,12674
content,0.000093,12674
add,0.000000,12675
scope,0.000319,12675
content,0.000087,12675
add,0.000000,12676
scope,0.000321,12676
content,0.000088,12676
add,0.000000,12677
scope,0.000322,12677
content,0.000091,12677
add,0.000000,12678
scope,0.000327,12678
content,0.000089,12678
add,0.000000,12679
scope,0.000321,12679
content,0.000087,12679
add,0.000000,12680
scope,0.000340,12680
content,0.000087,12680
add,0.000000,12681
scope,0.000348,12681
content,0.000087,12681
add,0.000000,12682
scope,0.000330,12682
content,0.000087,12682
add,0.000000,12683
scope,0.000333,12683
content,0.000090,12683
add,0.000000,12684
scope,0.000326,12684
content,0.000087,12684
add,0.000000,12685
scope,0.000322,12685
content,0.000088,12685
add,0.000000,12686
scope,0.000324,12686
content,0.000089,12686
add,0.000000,12687
scope,0.000325,12687
content,0.000101,12687
add,0.000001,12688
scope,0.000326,12688
content,0.000088,12688
add,0.000000,12689
scope,0.000327,12689
content,0.000088,12689
add,0.000000,12690
scope,0.000324,12690
content,0.000091,12690
add,0.000001,12691
scope,0.000332,12691
content,0.000103,12691
add,0.000000,12692
scope,0.000335,12692
content,0.000089,12692
add,0.000000,12693
scope,0.000336,12693
content,0.000089,12693
add,0.000000,12694
scope,0.000333,12694
content,0.000088,12694
add,0.000000,12695
scope,0.000348,12695
content,0.000089,12695
add,0.000000,12696
scope,0.000331,12696
content,0.000091,12696
add,0.000001,12697
scope,0.000327,12697
content,0.000087,12697
add,0.000000,12698
scope,0.000329,12698
content,0.000088,12698
add,0.000000,12699
scope,0.000334,12699
content,0.000087,12699
add,0.000000,12700
scope,0.000327,12700
content,0.000089,12700
add,0.000000,12701
scope,0.000330,12701
content,0.000091,12701
add,0.000001,12702
scope,0.000331,12702
content,0.000100,12702
add,0.000001,12703
scope,0.000333,12703
content,0.000088,12703
add,0.000000,12704
scope,0.000340,12704
content,0.000088,12704
add,0.000001,12705
scope,0.000326,12705
content,0.000087,12705
add,0.000001,12706
scope,0.000324,12706
content,0.000089,12706
add,0.000000,12707
scope,0.000324,12707
content,0.000089,12707
add,0.000000,12708
scope,0.000325,12708
content,0.000093,12708
add,0.000000,12709
scope,0.000327,12709
content,0.000089,12709
add,0.000000,12710
scope,0.000340,12710
content,0.000089,12710
add,0.000000,12711
scope,0.000327,12711
content,0.000088,12711
add,0.000000,12712
scope,0.000324,12712
content,0.000092,12712
add,0.000000,12713
scope,0.000325,12713
content,0.000090,12713
add,0.000000,12714
scope,0.000328,12714
content,0.000089,12714
add,0.000001,12715
scope,0.000324,12715
content,0.000088,12715
add,0.000001,12716
scope,0.000325,12716
content,0.000090,12716
add,0.000000,12717
scope,0.000324,12717
content,0.000089,12717
add,0.000000,12718
scope,0.000349,12718
content,0.000088,12718
add,0.000001,12719
scope,0.000326,12719
content,0.000090,12719
add,0.000000,12720
scope,0.000331,12720
content,0.000090,12720
add,0.000000,12721
scope,0.000324,12721
content,0.000088,12721
add,0.000000,12722
scope,0.000328,12722
content,0.000088,12722
add,0.000000,12723
scope,0.000328,12723
content,0.000089,12723
add,0.000000,12724
scope,0.000336,12724
content,0.000089,12724
add,0.000000,12725
scope,0.000371,12725
content,0.000104,12725
add,0.000000,12726
scope,0.000345,12726
content,0.000088,12726
add,0.000000,12727
scope,0.000347,12727
content,0.000088,12727
add,0.000000,12728
scope,0.000339,12728
content,0.000090,12728
add,0.000000,12729
scope,0.000352,12729
content,0.000124,12729
add,0.000000,12730
scope,0.000343,12730
content,0.000125,12730
add,0.000000,12731
scope,0.000342,12731
content,0.000137,12731
add,0.000001,12732
scope,0.000357,12732
content,0.000126,12732
add,0.000000,12733
scope,0.000345,12733
content,0.000128,12733
add,0.000001,12734
scope,0.000351,12734
content,0.000137,12734
add,0.000000,12735
scope,0.000353,12735
content,0.000130,12735
add,0.000000,12736
scope,0.000341,12736
content,0.000124,12736
add,0.000000,12737
scope,0.000349,12737
content,0.000135,12737
add,0.000000,12738
scope,0.000344,12738
content,0.000148,12738
add,0.000001,12739
scope,0.000351,12739
content,0.000134,12739
add,0.000000,12740
scope,0.000346,12740
content,0.000128,12740
add,0.000000,12741
scope,0.000344,12741
content,0.000128,12741
add,0.000001,12742
scope,0.000355,12742
content,0.000126,12742
add,0.000000,12743
scope,0.000350,12743
content,0.000149,12743
add,0.000000,12744
scope,0.000348,12744
content,0.000133,12744
add,0.000001,12745
scope,0.000352,12745
content,0.000126,12745
add,0.000000,12746
scope,0.000345,12746
content,0.000139,12746
add,0.000001,12747
scope,0.000344,12747
content,0.000087,12747
add,0.000000,12748
scope,0.000340,12748
content,0.000089,12748
add,0.000000,12749
scope,0.000333,12749
content,0.000090,12749
add,0.000000,12750
scope,0.000329,12750
content,0.000089,12750
add,0.000000,12751
scope,0.000328,12751
content,0.000089,12751
add,0.000000,12752
scope,0.000340,12752
content,0.000090,12752
add,0.000000,12753
scope,0.000324,12753
content,0.000090,12753
add,0.000000,12754
scope,0.000336,12754
content,0.000089,12754
add,0.000000,12755
scope,0.000342,12755
content,0.000089,12755
add,0.000000,12756
scope,0.000327,12756
content,0.000097,12756
add,0.000000,12757
scope,0.000329,12757
content,0.000090,12757
add,0.000000,12758
scope,0.000330,12758
content,0.000088,12758
add,0.000001,12759
scope,0.000330,12759
content,0.000103,12759
add,0.000000,12760
scope,0.000330,12760
content,0.000088,12760
add,0.000000,12761
scope,0.000324,12761
content,0.000089,12761
add,0.000001,12762
scope,0.000326,12762
content,0.000090,12762
add,0.000000,12763
scope,0.000328,12763
content,0.000089,12763
add,0.000000,12764
scope,0.000334,12764
content,0.000088,12764
add,0.000000,12765
scope,0.000329,12765
content,0.000088,12765
add,0.000000,12766
scope,0.000340,12766
content,0.000088,12766
add,0.000000,12767
scope,0.000346,12767
content,0.000093,12767
add,0.000001,12768
scope,0.000329,12768
content,0.000089,12768
add,0.000001,12769
scope,0.000324,12769
content,0.000091,12769
add,0.000000,12770
scope,0.000328,12770
content,0.000088,12770
add,0.000001,12771
scope,0.000322,12771
content,0.000088,12771
add,0.000000,12772
scope,0.000329,12772
content,0.000088,12772
add,0.000000,12773
scope,0.000330,12773
content,0.000089,12773
add,0.000000,12774
scope,0.000333,12774
content,0.000098,12774
add,0.000000,12775
scope,0.000332,12775
content,0.000090,12775
add,0.000000,12776
scope,0.000328,12776
content,0.000089,12776
add,0.000001,12777
scope,0.000329,12777
content,0.000087,12777
add,0.000000,12778
scope,0.000334,12778
content,0.000089,12778
add,0.000001,12779
scope,0.000335,12779
content,0.000088,12779
add,0.000000,12780
scope,0.000332,12780
content,0.000093,12780
add,0.000000,12781
scope,0.000331,12781
content,0.000088,12781
add,0.000000,12782
scope,0.000345,12782
content,0.000091,12782
add,0.000001,12783
scope,0.000326,12783
content,0.000088,12783
add,0.000000,12784
scope,0.000334,12784
content,0.000089,12784
add,0.000000,12785
scope,0.000340,12785
content,0.000088,12785
add,0.000001,12786
scope,0.000327,12786
content,0.000091,12786
add,0.000000,12787
scope,0.000337,12787
content,0.000088,12787
add,0.000000,12788
scope,0.000326,12788
content,0.000089,12788
add,0.000000,12789
scope,0.000329,12789
content,0.000089,12789
add,0.000000,12790
scope,0.000344,12790
content,0.000088,12790
add,0.000000,12791
scope,0.000323,12791
content,0.000089,12791
add,0.000000,12792
scope,0.000335,12792
content,0.000090,12792
add,0.000000,12793
scope,0.000329,12793
content,0.000088,12793
add,0.000000,12794
scope,0.000338,12794
content,0.000089,12794
add,0.000000,12795
scope,0.000330,12795
content,0.000090,12795
add,0.000001,12796
scope,0.000333,12796
content,0.000089,12796
add,0.000000,12797
scope,0.000345,12797
content,0.000089,12797
add,0.000001,12798
scope,0.000335,12798
content,0.000088,12798
add,0.000000,12799
scope,0.000329,12799
content,0.000089,12799
add,0.000001,12800
scope,0.000328,12800
content,0.000089,12800
add,0.000001,12801
scope,0.000325,12801
content,0.000093,12801
add,0.000000,12802
scope,0.000327,12802
content,0.000089,12802
add,0.000001,12803
scope,0.000324,12803
content,0.000087,12803
add,0.000000,12804
scope,0.000327,12804
content,0.000090,12804
add,0.000001,12805
scope,0.000345,12805
content,0.000088,12805
add,0.000000,12806
scope,0.000329,12806
content,0.000088,12806
add,0.000000,12807
scope,0.000329,12807
content,0.000089,12807
add,0.000000,12808
scope,0.000333,12808
content,0.000088,12808
add,0.000001,12809
scope,0.000327,12809
content,0.000089,12809
add,0.000001,12810
scope,0.000329,12810
content,0.000090,12810
add,0.000001,12811
scope,0.000329,12811
content,0.000088,12811
add,0.000001,12812
scope,0.000339,12812
content,0.000089,12812
add,0.000000,12813
scope,0.000339,12813
content,0.000089,12813
add,0.000000,12814
scope,0.000339,12814
content,0.000089,12814
add,0.000000,12815
scope,0.000345,12815
content,0.000091,12815
add,0.000000,12816
scope,0.000330,12816
content,0.000090,12816
add,0.000001,12817
scope,0.000330,12817
content,0.000090,12817
add,0.000000,12818
scope,0.000330,12818
content,0.000090,12818
add,0.000000,12819
scope,0.000324,12819
content,0.000088,12819
add,0.000000,12820
